id,date,inning,half,seq,batting_team,fielding_team,batter_id,pitcher_id,result,outs_before,outs_after,bases_before,bases_after,runs_scored_on_play,error_on_play,ball_speed
338,20250512,6,2,3,4,1,65,1,유격수 땅볼,1,2,0,0,0,0,125
339,20250512,6,2,4,4,1,76,1,삼진,2,3,0,0,0,0,112
340,20250512,7,1,1,1,4,5,60,유격수 땅볼,0,1,0,0,0,0,138
341,20250512,7,1,2,1,4,1,60,중견수 뜬공,1,2,0,0,0,0,71
342,20250512,7,1,3,1,4,8,60,볼넷,2,2,0,1,0,0,102
343,20250512,7,1,4,1,4,12,60,중전안타,2,2,1,11,0,0,123
344,20250512,7,1,5,1,4,10,60,중전안타,2,2,11,111,0,0,122
345,20250512,7,1,6,1,4,15,60,유격수 실책 출루,2,2,111,111,1,1,112
346,20250512,7,1,7,1,4,4,60,볼넷,2,2,111,111,1,0,95
347,20250512,7,1,8,1,4,11,60,유격수 땅볼,2,3,111,101,0,0,90
348,20250512,7,2,1,4,1,69,1,삼진,0,1,0,0,0,0,108
349,20250512,7,2,2,4,1,70,1,삼진,1,2,0,0,0,0,107
350,20250512,7,2,3,4,1,68,1,중견수 뜬공,2,3,0,0,0,0,111
351,20250519,1,1,1,2,3,23,40,볼넷,0,0,0,1,0,0,89
352,20250519,1,1,2,2,3,22,40,중견수 뜬공,0,1,1,1,0,0,117
353,20250519,1,1,3,2,3,35,40,중전안타,1,1,1,11,0,0,94
354,20250519,1,1,4,2,3,21,40,좌중간 2루타,1,1,11,110,1,0,130
355,20250519,1,1,5,2,3,26,40,중전안타,1,1,110,101,1,0,102
356,20250519,1,1,6,2,3,24,40,중전안타,1,1,101,11,1,0,81
357,20250519,1,1,7,2,3,33,40,중전안타,1,1,11,111,0,0,133
358,20250519,1,1,8,2,3,39,40,중전안타,1,1,111,111,1,0,102
359,20250519,1,1,9,2,3,31,40,삼진,1,2,111,111,0,0,116
360,20250519,1,1,10,2,3,23,40,2루수 땅볼,2,3,111,111,0,0,131
361,20250519,1,2,1,3,2,48,20,유격수 땅볼,0,1,0,0,0,0,135
362,20250519,1,2,2,3,2,50,20,볼넷,1,1,0,1,0,0,127
363,20250519,1,2,3,3,2,53,20,유격수 땅볼,1,2,1,10,0,0,127
364,20250519,1,2,4,3,2,49,20,좌월 홈런,2,2,10,0,2,0,123
365,20250519,1,2,5,3,2,44,20,중전안타,2,2,0,1,0,0,75
366,20250519,1,2,6,3,2,41,20,삼진,2,3,1,1,0,0,136
367,20250519,2,1,1,2,3,22,40,볼넷,0,0,0,1,0,0,93
368,20250519,2,1,2,2,3,35,40,중전안타,0,0,1,11,0,0,74
369,20250519,2,1,3,2,3,21,40,유격수 실책 출루,0,0,11,11,0,1,76
370,20250519,2,1,4,2,3,26,40,중전안타,0,0,11,111,0,0,138
371,20250519,2,1,5,2,3,24,40,유격수 땅볼,0,1,111,110,1,0,90
372,20250519,2,1,6,2,3,33,40,2루수 땅볼,1,2,110,110,0,0,120
373,20250519,2,1,7,2,3,39,40,중전안타,2,2,110,101,1,0,131
374,20250519,2,1,8,2,3,31,40,볼넷,2,2,101,111,0,0,124
375,20250519,2,1,9,2,3,23,40,삼진,2,3,111,111,0,0,116
376,20250519,2,2,1,3,2,52,20,중견수 뜬공,0,1,0,0,0,0,119
377,20250519,2,2,2,3,2,56,20,좌중간 2루타,1,1,0,10,0,0,131
378,20250519,2,2,3,3,2,46,20,좌중간 2루타,1,1,10,10,1,0,70
379,20250519,2,2,4,3,2,48,20,중전안타,1,1,10,101,0,0,117
380,20250519,2,2,5,3,2,50,20,유격수 땅볼,1,2,101,10,1,0,126
381,20250519,2,2,6,3,2,53,20,중견수 뜬공,2,3,10,10,0,0,124
382,20250519,3,1,1,2,3,22,40,볼넷,0,0,0,1,0,0,89
383,20250519,3,1,2,2,3,35,40,유격수 땅볼,0,1,1,10,0,0,127
384,20250519,3,1,3,2,3,21,40,유격수 땅볼,1,2,10,100,0,0,139
385,20250519,3,1,4,2,3,26,40,유격수 땅볼,2,3,100,100,0,0,88
386,20250519,3,2,1,3,2,49,20,좌월 홈런,0,0,0,0,1,0,138
387,20250519,3,2,2,3,2,44,20,유격수 땅볼,0,1,0,0,0,0,131
388,20250519,3,2,3,3,2,41,20,삼진,1,2,0,0,0,0,80
389,20250519,3,2,4,3,2,52,20,중견수 뜬공,2,3,0,0,0,0,126
390,20250519,4,1,1,2,3,24,40,2루수 땅볼,0,1,0,0,0,0,109
391,20250519,4,1,2,2,3,33,40,2루수 땅볼,1,2,0,0,0,0,139
392,20250519,4,1,3,2,3,39,40,삼진,2,3,0,0,0,0,113
393,20250519,4,2,1,3,2,56,20,유격수 땅볼,0,1,0,0,0,0,88
394,20250519,4,2,2,3,2,46,20,중전안타,1,1,0,1,0,0,139
395,20250519,4,2,3,3,2,48,20,중견수 뜬공,1,2,1,1,0,0,73
396,20250519,4,2,4,3,2,50,20,삼진,2,3,1,1,0,0,92
397,20250519,5,1,1,2,3,31,40,삼진,0,1,0,0,0,0,81
398,20250519,5,1,2,2,3,23,40,우익선상 3루타,1,1,0,100,0,0,135
399,20250519,5,1,3,2,3,22,40,유격수 실책 출루,1,1,100,101,0,1,109
400,20250519,5,1,4,2,3,35,40,삼진,1,2,101,101,0,0,111
401,20250519,5,1,5,2,3,21,40,볼넷,2,2,101,111,0,0,114
402,20250519,5,1,6,2,3,26,40,볼넷,2,2,111,111,1,0,73
403,20250519,5,1,7,2,3,24,40,중전안타,2,2,111,111,1,0,92
404,20250519,5,1,8,2,3,33,40,좌중간 2루타,2,2,111,110,2,0,121
405,20250519,5,1,9,2,3,39,40,유격수 땅볼,2,3,110,100,0,0,93
406,20250519,5,2,1,3,2,53,21,2루수 땅볼,0,1,0,0,0,0,103
407,20250519,5,2,2,3,2,49,21,유격수 땅볼,1,2,0,0,0,0,76
408,20250519,5,2,3,3,2,44,21,유격수 땅볼,2,3,0,0,0,0,126
409,20250519,6,1,1,2,3,31,41,볼넷,0,0,0,1,0,0,98
410,20250519,6,1,2,2,3,23,41,유격수 땅볼,0,1,1,10,0,0,134
411,20250519,6,1,3,2,3,22,41,유격수 실책 출루,1,1,10,11,0,1,101
412,20250519,6,1,4,2,3,35,41,중전안타,1,1,11,111,0,0,71
413,20250519,6,1,5,2,3,21,41,중전안타,1,1,111,111,1,0,121
414,20250519,6,1,6,2,3,26,41,볼넷,1,1,111,111,1,0,90
415,20250519,6,1,7,2,3,24,41,중전안타,1,1,111,111,1,0,109
416,20250519,6,1,8,2,3,33,41,삼진,1,2,111,111,0,0,87
417,20250519,6,1,9,2,3,39,41,유격수 땅볼,2,3,111,101,0,0,83
418,20250519,6,2,1,3,2,41,21,중견수 뜬공,0,1,0,0,0,0,70
419,20250519,6,2,2,3,2,52,21,중전안타,1,1,0,1,0,0,116
420,20250519,6,2,3,3,2,56,21,삼진,1,2,1,1,0,0,130
421,20250519,6,2,4,3,2,46,21,2루수 땅볼,2,3,1,1,0,0,111
422,20250519,7,1,1,2,3,31,41,2루수 땅볼,0,1,0,0,0,0,77
423,20250519,7,1,2,2,3,23,41,유격수 땅볼,1,2,0,0,0,0,102
424,20250519,7,1,3,2,3,22,41,유격수 땅볼,2,3,0,0,0,0,102
425,20250519,7,2,1,3,2,48,21,볼넷,0,0,0,1,0,0,116
426,20250519,7,2,2,3,2,50,21,삼진,0,1,1,1,0,0,136
427,20250519,7,2,3,3,2,53,21,볼넷,1,1,1,11,0,0,116
428,20250519,7,2,4,3,2,49,21,좌월 홈런,1,1,11,0,3,0,106
429,20250519,7,2,5,3,2,44,21,중견수 뜬공,1,2,0,0,0,0,130
430,20250519,7,2,6,3,2,41,21,볼넷,2,2,0,1,0,0,112
431,20250519,7,2,7,3,2,52,21,중전안타,2,2,1,11,0,0,71
432,20250519,7,2,8,3,2,56,21,중전안타,2,2,11,111,0,0,81
433,20250519,7,2,9,3,2,46,21,중전안타,2,2,111,111,1,0,75
434,20250519,7,2,10,3,2,48,21,유격수 실책 출루,2,2,111,111,1,1,124
435,20250519,7,2,11,3,2,50,21,볼넷,2,2,111,111,1,0,112
436,20250519,7,2,12,3,2,53,21,좌월 홈런,2,2,111,0,4,0,106
437,20250519,7,2,13,3,2,49,21,볼넷,2,2,0,1,0,0,133
438,20250519,7,2,14,3,2,44,21,삼진,2,3,1,1,0,0,99
439,20250609,1,1,1,1,2,4,31,좌전안타,0,0,0,1,0,0,124
440,20250609,1,1,2,1,2,12,32,희생번트,0,1,1,10,0,0,110
441,20250609,1,1,3,1,2,17,28,우익수 뜬공,1,2,10,10,0,0,116
442,20250609,1,1,4,1,2,15,22,중전 적시타,2,2,10,1,1,0,103
443,20250609,1,1,5,1,2,14,24,삼진,2,3,1,0,0,0,105
444,20250609,1,2,1,2,1,21,10,볼넷,0,0,0,1,0,0,108
445,20250609,1,2,2,2,1,33,3,유격수 병살타,0,2,1,0,0,0,127
446,20250609,1,2,3,2,1,33,19,삼진,2,3,0,0,0,0,87
447,20250609,2,1,1,1,2,6,31,사구,0,0,0,1,0,0,98
448,20250609,2,1,2,1,2,19,25,중전안타,0,0,1,11,0,0,111
449,20250609,2,1,3,1,2,15,35,유격수 실책 출루,0,0,11,111,0,1,84
450,20250609,2,1,4,1,2,2,31,밀어내기 볼넷,0,0,111,111,1,0,135
451,20250609,2,1,5,1,2,2,31,2타점 중전안타,0,0,111,11,2,0,139
452,20250609,2,1,6,1,2,4,32,유격수 병살타,0,2,11,100,0,0,75
453,20250609,2,1,7,1,2,4,24,삼진,2,3,100,0,0,0,110
454,20250609,2,2,1,2,1,31,14,좌전안타,0,0,0,1,0,0,121
455,20250609,2,2,2,2,1,31,10,삼진,0,1,1,1,0,0,117
456,20250609,2,2,3,2,1,21,1,좌중간 적시2루타,1,1,1,10,1,0,113
457,20250609,2,2,4,2,1,36,10,3루 땅볼,1,2,10,100,0,0,70
458,20250609,2,2,5,2,1,26,0,우익수 희생플라이,2,3,100,0,1,0,107
459,20250609,3,1,1,1,2,4,32,볼넷,0,0,0,1,0,0,137
460,20250609,3,1,2,1,2,3,31,우전안타,0,0,1,101,0,0,103
461,20250609,3,1,3,1,2,8,38,적시 내야안타,0,0,101,11,1,0,113
462,20250609,3,1,4,1,2,11,36,좌익선상 2루타,0,0,11,10,2,0,109
463,20250609,3,1,5,1,2,8,27,우전안타,0,0,10,1,1,0,81
464,20250609,3,1,6,1,2,18,30,중견수 희생플라이,0,1,101,1,1,0,101
465,20250609,3,1,7,1,2,6,37,좌전안타,1,1,1,11,0,0,120
466,20250609,3,1,8,1,2,5,34,3루수 실책 출루,1,1,11,111,0,1,92
467,20250609,3,1,9,1,2,3,32,2타점 우전안타,1,1,111,101,2,0,80
468,20250609,3,1,10,1,2,11,28,유격수 땅볼,1,2,101,1,1,0,84
469,20250609,3,1,11,1,2,4,33,삼진,2,3,1,0,0,0,121
470,20250609,3,2,1,2,1,30,16,중전안타,0,0,0,1,0,0,112
471,20250609,3,2,2,2,1,34,11,볼넷,0,0,1,11,0,0,73
472,20250609,3,2,3,2,1,26,4,중전 적시타,0,0,11,11,1,0,101
473,20250609,3,2,4,2,1,27,7,좌중간 2타점 2루타,0,0,11,10,2,0,105
474,20250609,3,2,5,2,1,23,12,삼진,0,1,10,10,0,0,118
475,20250609,3,2,6,2,1,39,1,유격수 땅볼,1,2,10,100,0,0,104
476,20250609,3,2,7,2,1,38,12,중견수 뜬공,2,3,100,0,0,0,119
477,20250616,1,1,1,3,4,48,71,중견수 뜬공,0,1,0,0,0,0,107
478,20250616,1,1,2,3,4,50,71,삼진,1,2,0,0,0,0,126
479,20250616,1,1,3,3,4,53,71,유격수 땅볼,2,3,0,0,0,0,128
480,20250616,1,2,1,4,3,63,40,중전안타,0,0,0,1,0,0,70
481,20250616,1,2,2,4,3,67,40,유격수 땅볼,0,1,1,10,0,0,94
482,20250616,1,2,3,4,3,72,40,중전안타,1,1,10,101,0,0,91
483,20250616,1,2,4,4,3,65,40,유격수 땅볼,1,2,101,10,1,0,71
484,20250616,1,2,5,4,3,76,40,유격수 땅볼,2,3,10,100,0,0,100
485,20250616,2,1,1,3,4,49,71,볼넷,0,0,0,1,0,0,105
486,20250616,2,1,2,3,4,44,71,삼진,0,1,1,1,0,0,116
487,20250616,2,1,3,3,4,41,71,우익선상 3루타,1,1,1,100,1,0,98
488,20250616,2,1,4,3,4,52,71,좌월 홈런,1,1,100,0,2,0,113
489,20250616,2,1,5,3,4,56,71,유격수 땅볼,1,2,0,0,0,0,84
490,20250616,2,1,6,3,4,46,71,유격수 땅볼,2,3,0,0,0,0,123
491,20250616,2,2,1,4,3,69,40,유격수 땅볼,0,1,0,0,0,0,85
492,20250616,2,2,2,4,3,70,40,삼진,1,2,0,0,0,0,81
493,20250616,2,2,3,4,3,68,40,중견수 뜬공,2,3,0,0,0,0,79
494,20250616,3,1,1,3,4,48,71,유격수 땅볼,0,1,0,0,0,0,99
495,20250616,3,1,2,3,4,50,71,볼넷,1,1,0,1,0,0,119
496,20250616,3,1,3,3,4,53,71,좌월 홈런,1,1,1,0,2,0,84
497,20250616,3,1,4,3,4,49,71,볼넷,1,1,0,1,0,0,96
498,20250616,3,1,5,3,4,44,71,유격수 땅볼,1,2,1,10,0,0,94
499,20250616,3,1,6,3,4,41,71,중전안타,2,2,10,101,0,0,105
500,20250616,3,1,7,3,4,52,71,삼진,2,3,101,101,0,0,90
501,20250616,3,2,1,4,3,78,40,중견수 뜬공,0,1,0,0,0,0,112
502,20250616,3,2,2,4,3,63,40,삼진,1,2,0,0,0,0,74
503,20250616,3,2,3,4,3,67,40,볼넷,2,2,0,1,0,0,136
504,20250616,3,2,4,4,3,72,40,좌월 홈런,2,2,1,0,2,0,71
505,20250616,3,2,5,4,3,65,40,유격수 땅볼,2,3,0,0,0,0,116
506,20250616,4,1,1,3,4,56,71,삼진,0,1,0,0,0,0,101
507,20250616,4,1,2,3,4,46,71,유격수 땅볼,1,2,0,0,0,0,87
508,20250616,4,1,3,3,4,48,71,유격수 땅볼,2,3,0,0,0,0,90
509,20250616,4,2,1,4,3,76,40,유격수 땅볼,0,1,0,0,0,0,116
510,20250616,4,2,2,4,3,69,40,볼넷,1,1,0,1,0,0,117
511,20250616,4,2,3,4,3,70,40,중전안타,1,1,1,11,0,0,85
512,20250616,4,2,4,4,3,68,40,삼진,1,2,11,11,0,0,112
513,20250616,4,2,5,4,3,78,40,유격수 땅볼,2,3,11,101,0,0,130
514,20250616,5,1,1,3,4,50,71,유격수 땅볼,0,1,0,0,0,0,139
515,20250616,5,1,2,3,4,53,71,유격수 땅볼,1,2,0,0,0,0,117
516,20250616,5,1,3,3,4,49,71,중전안타,2,2,0,1,0,0,120
517,20250616,5,1,4,3,4,44,71,유격수 땅볼,2,3,1,1,0,0,82
518,20250616,5,2,1,4,3,63,41,좌월 홈런,0,0,0,0,1,0,73
519,20250616,5,2,2,4,3,67,41,유격수 땅볼,0,1,0,0,0,0,73
520,20250616,5,2,3,4,3,72,41,중견수 뜬공,1,2,0,0,0,0,138
521,20250616,5,2,4,4,3,65,41,중견수 뜬공,2,3,0,0,0,0,97
522,20250616,6,1,1,3,4,41,60,유격수 땅볼,0,1,0,0,0,0,131
523,20250616,6,1,2,3,4,52,60,삼진,1,2,0,0,0,0,134
524,20250616,6,1,3,3,4,56,60,삼진,2,3,0,0,0,0,83
525,20250616,6,2,1,4,3,76,41,볼넷,0,0,0,1,0,0,128
526,20250616,6,2,2,4,3,69,41,볼넷,0,0,1,11,0,0,140
527,20250616,6,2,3,4,3,70,41,유격수 땅볼,0,1,11,110,0,0,72
528,20250616,6,2,4,4,3,68,41,중전안타,1,1,110,101,1,0,128
529,20250616,6,2,5,4,3,78,41,볼넷,1,1,101,111,0,0,87
530,20250616,6,2,6,4,3,63,41,유격수 땅볼,1,2,111,110,1,0,100
531,20250616,6,2,7,4,3,67,41,중견수 뜬공,2,3,110,110,0,0,94
532,20250616,7,1,1,3,4,46,60,유격수 땅볼,0,1,0,0,0,0,70
533,20250616,7,1,2,3,4,48,60,유격수 땅볼,1,2,0,0,0,0,99
534,20250616,7,1,3,3,4,50,60,중전안타,2,2,0,1,0,0,108
535,20250616,7,1,4,3,4,53,60,좌월 홈런,2,2,1,0,2,0,81
536,20250616,7,1,5,3,4,49,60,삼진,2,3,0,0,0,0,91
537,20250616,7,2,1,4,3,72,41,중전안타,0,0,0,1,0,0,110
538,20250616,7,2,2,4,3,65,41,중견수 뜬공,0,1,1,1,0,0,119
539,20250616,7,2,3,4,3,76,41,좌중간 2루타,1,1,1,110,0,0,140
540,20250616,7,2,4,4,3,69,41,삼진,1,2,110,110,0,0,84
541,20250616,7,2,5,4,3,70,41,중견수 뜬공,2,3,110,110,0,0,139
542,20250811,1,1,1,1,3,1,40,볼넷,0,0,0,1,0,0,133
543,20250811,1,1,2,1,3,8,40,좌중간 2루타,0,0,1,110,0,0,93
544,20250811,1,1,3,1,3,12,40,좌중간 2루타,0,0,110,10,2,0,86
545,20250811,1,1,4,1,3,10,40,유격수 땅볼,0,1,10,100,0,0,122
546,20250811,1,1,5,1,3,15,40,유격수 땅볼,1,2,100,0,1,0,112
547,20250811,1,1,6,1,3,4,40,중견수 뜬공,2,3,0,0,0,0,132
548,20250811,1,2,1,3,1,48,9,볼넷,0,0,0,1,0,0,93
549,20250811,1,2,2,3,1,50,9,좌중간 2루타,0,0,1,110,0,0,133
550,20250811,1,2,3,3,1,53,9,삼진,0,1,110,110,0,0,107
551,20250811,1,2,4,3,1,49,9,삼진,1,2,110,110,0,0,95
552,20250811,1,2,5,3,1,44,9,유격수 땅볼,2,3,110,100,0,0,101
553,20250811,2,1,1,1,3,11,40,유격수 땅볼,0,1,0,0,0,0,125
554,20250811,2,1,2,1,3,13,40,볼넷,1,1,0,1,0,0,113
555,20250811,2,1,3,1,3,5,40,좌중간 2루타,1,1,1,110,0,0,138
556,20250811,2,1,4,1,3,1,40,중견수 뜬공,1,2,110,110,0,0,77
557,20250811,2,1,5,1,3,8,40,중전안타,2,2,110,101,1,0,72
558,20250811,2,1,6,1,3,12,40,볼넷,2,2,101,111,0,0,101
559,20250811,2,1,7,1,3,10,40,좌중간 2루타,2,2,111,110,2,0,123
560,20250811,2,1,8,1,3,15,40,좌중간 2루타,2,2,110,10,2,0,93
561,20250811,2,1,9,1,3,4,40,유격수 땅볼,2,3,10,100,0,0,79
562,20250811,2,2,1,3,1,41,9,중전안타,0,0,0,1,0,0,92
563,20250811,2,2,2,3,1,52,9,볼넷,0,0,1,11,0,0,96
564,20250811,2,2,3,3,1,56,9,좌월 홈런,0,0,11,0,3,0,80
565,20250811,2,2,4,3,1,46,9,좌중간 2루타,0,0,0,10,0,0,123
566,20250811,2,2,5,3,1,48,9,중전안타,0,0,10,101,0,0,71
567,20250811,2,2,6,3,1,50,9,삼진,0,1,101,101,0,0,127
568,20250811,2,2,7,3,1,53,9,중전안타,1,1,101,11,1,0,83
569,20250811,2,2,8,3,1,49,9,유격수 실책 출루,1,1,11,11,0,1,123
570,20250811,2,2,9,3,1,44,9,중전안타,1,1,11,111,0,0,106
571,20250811,2,2,10,3,1,41,9,우익선상 3루타,1,1,111,100,3,0,131
572,20250811,2,2,11,3,1,52,9,삼진,1,2,100,100,0,0,114
573,20250811,2,2,12,3,1,56,9,중견수 뜬공,2,3,100,100,0,0,115
574,20250811,3,1,1,1,3,11,40,볼넷,0,0,0,1,0,0,136
575,20250811,3,1,2,1,3,13,40,중전안타,0,0,1,11,0,0,113
576,20250811,3,1,3,1,3,5,40,유격수 땅볼,0,1,11,110,0,0,88
577,20250811,3,1,4,1,3,1,40,유격수 땅볼,1,2,110,100,1,0,103
578,20250811,3,1,5,1,3,8,40,2루수 땅볼,2,3,100,100,0,0,107
579,20250811,3,2,1,3,1,46,9,중견수 뜬공,0,1,0,0,0,0,122
580,20250811,3,2,2,3,1,48,9,볼넷,1,1,0,1,0,0,100
581,20250811,3,2,3,3,1,50,9,삼진,1,2,1,1,0,0,128
582,20250811,3,2,4,3,1,53,9,중견수 뜬공,2,3,1,1,0,0,88
583,20250811,4,1,1,1,3,12,40,중전안타,0,0,0,1,0,0,108
584,20250811,4,1,2,1,3,10,40,유격수 땅볼,0,1,1,10,0,0,112
585,20250811,4,1,3,1,3,15,40,유격수 땅볼,1,2,10,100,0,0,100
586,20250811,4,1,4,1,3,4,40,유격수 땅볼,2,3,100,100,0,0,123
587,20250811,4,2,1,3,1,49,9,중전안타,0,0,0,1,0,0,103
588,20250811,4,2,2,3,1,44,9,삼진,0,1,1,1,0,0,124
589,20250811,4,2,3,3,1,41,9,좌중간 2루타,1,1,1,110,0,0,98
590,20250811,4,2,4,3,1,52,9,삼진,1,2,110,110,0,0,114
591,20250811,4,2,5,3,1,56,9,좌중간 2루타,2,2,110,10,2,0,91
592,20250811,4,2,6,3,1,46,9,유격수 실책 출루,2,2,10,11,0,1,91
593,20250811,4,2,7,3,1,48,9,유격수 땅볼,2,3,11,101,0,0,134
594,20250811,5,1,1,1,3,11,40,좌중간 2루타,0,0,0,10,0,0,114
595,20250811,5,1,2,1,3,13,40,유격수 땅볼,0,1,10,100,0,0,88
596,20250811,5,1,3,1,3,5,40,중전안타,1,1,100,1,1,0,71
597,20250811,5,1,4,1,3,1,40,중견수 뜬공,1,2,1,1,0,0,85
598,20250811,5,1,5,1,3,8,40,중견수 뜬공,2,3,1,1,0,0,134
599,20250811,5,2,1,3,1,50,1,볼넷,0,0,0,1,0,0,121
600,20250811,5,2,2,3,1,53,1,중견수 뜬공,0,1,1,1,0,0,139
601,20250811,5,2,3,3,1,49,1,삼진,1,2,1,1,0,0,132
602,20250811,5,2,4,3,1,44,1,유격수 땅볼,2,3,1,1,0,0,102
603,20250811,6,1,1,1,3,12,41,좌중간 2루타,0,0,0,10,0,0,94
604,20250811,6,1,2,1,3,10,41,중견수 뜬공,0,1,10,10,0,0,72
605,20250811,6,1,3,1,3,15,41,유격수 땅볼,1,2,10,100,0,0,71
606,20250811,6,1,4,1,3,4,41,중전안타,2,2,100,1,1,0,72
607,20250811,6,1,5,1,3,11,41,중전안타,2,2,1,11,0,0,85
608,20250811,6,1,6,1,3,13,41,유격수 땅볼,2,3,11,101,0,0,95
609,20250811,6,2,1,3,1,41,1,삼진,0,1,0,0,0,0,139
610,20250811,6,2,2,3,1,52,1,볼넷,1,1,0,1,0,0,124
611,20250811,6,2,3,3,1,56,1,삼진,1,2,1,1,0,0,99
612,20250811,6,2,4,3,1,46,1,볼넷,2,2,1,11,0,0,86
613,20250811,6,2,5,3,1,48,1,2루수 땅볼,2,3,11,11,0,0,121
614,20250811,7,1,1,1,3,5,41,중전안타,0,0,0,1,0,0,134
615,20250811,7,1,2,1,3,1,41,유격수 땅볼,0,1,1,10,0,0,117
616,20250811,7,1,3,1,3,8,41,중견수 뜬공,1,2,10,10,0,0,133
617,20250811,7,1,4,1,3,12,41,중전안타,2,2,10,101,0,0,124
618,20250811,7,1,5,1,3,10,41,중전안타,2,2,101,11,1,0,108
619,20250811,7,1,6,1,3,15,41,유격수 땅볼,2,3,11,101,0,0,96
620,20250811,7,2,1,3,1,50,1,삼진,0,1,0,0,0,0,131
621,20250811,7,2,2,3,1,53,1,삼진,1,2,0,0,0,0,79
622,20250811,7,2,3,3,1,49,1,삼진,2,3,0,0,0,0,93
623,20250818,1,1,1,2,4,23,71,좌중간 2루타,0,0,0,10,0,0,94
624,20250818,1,1,2,2,4,22,71,중전안타,0,0,10,101,0,0,106
625,20250818,1,1,3,2,4,35,71,좌월 홈런,0,0,101,0,3,0,113
626,20250818,1,1,4,2,4,21,71,중전안타,0,0,0,1,0,0,100
627,20250818,1,1,5,2,4,26,71,중전안타,0,0,1,11,0,0,135
628,20250818,1,1,6,2,4,24,71,우익선상 3루타,0,0,11,100,2,0,112
629,20250818,1,1,7,2,4,33,71,중전안타,0,0,100,1,1,0,93
630,20250818,1,1,8,2,4,39,71,좌월 홈런,0,0,1,0,2,0,77
631,20250818,1,1,9,2,4,31,71,유격수 땅볼,0,1,0,0,0,0,116
632,20250818,1,1,10,2,4,23,71,중전안타,1,1,0,1,0,0,81
633,20250818,1,1,11,2,4,22,71,유격수 땅볼,1,2,1,10,0,0,79
634,20250818,1,1,12,2,4,35,71,중전안타,2,2,10,101,0,0,81
635,20250818,1,1,13,2,4,21,71,유격수 땅볼,2,3,101,101,0,0,89
636,20250818,1,2,1,4,2,63,20,유격수 땅볼,0,1,0,0,0,0,93
637,20250818,1,2,2,4,2,67,20,중견수 뜬공,1,2,0,0,0,0,87
638,20250818,1,2,3,4,2,72,20,중견수 뜬공,2,3,0,0,0,0,92
639,20250818,2,1,1,2,4,26,71,볼넷,0,0,0,1,0,0,126
640,20250818,2,1,2,2,4,24,71,중전안타,0,0,1,11,0,0,103
641,20250818,2,1,3,2,4,33,71,좌월 홈런,0,0,11,0,3,0,93
642,20250818,2,1,4,2,4,39,71,볼넷,0,0,0,1,0,0,73
643,20250818,2,1,5,2,4,31,71,유격수 땅볼,0,1,1,10,0,0,135
644,20250818,2,1,6,2,4,23,71,좌월 홈런,1,1,10,0,2,0,122
645,20250818,2,1,7,2,4,22,71,볼넷,1,1,0,1,0,0,102
646,20250818,2,1,8,2,4,35,71,중전안타,1,1,1,11,0,0,119
647,20250818,2,1,9,2,4,21,71,좌월 홈런,1,1,11,0,3,0,84
648,20250818,2,1,10,2,4,26,71,유격수 땅볼,1,2,0,0,0,0,81
649,20250818,2,1,11,2,4,24,71,유격수 땅볼,2,3,0,0,0,0,105
650,20250818,2,2,1,4,2,65,20,삼진,0,1,0,0,0,0,135
651,20250818,2,2,2,4,2,76,20,유격수 땅볼,1,2,0,0,0,0,123
652,20250818,2,2,3,4,2,69,20,유격수 땅볼,2,3,0,0,0,0,123
653,20250818,3,1,1,2,4,33,71,좌중간 2루타,0,0,0,10,0,0,98
654,20250818,3,1,2,2,4,39,71,삼진,0,1,10,10,0,0,107
655,20250818,3,1,3,2,4,31,71,볼넷,1,1,10,11,0,0,107
656,20250818,3,1,4,2,4,23,71,좌중간 2루타,1,1,11,110,1,0,127
657,20250818,3,1,5,2,4,22,71,중전안타,1,1,110,101,1,0,74
658,20250818,3,1,6,2,4,35,71,유격수 땅볼,1,2,101,10,1,0,135
659,20250818,3,1,7,2,4,21,71,좌중간 2루타,2,2,10,10,1,0,90
660,20250818,3,1,8,2,4,26,71,유격수 땅볼,2,3,10,100,0,0,86
661,20250818,3,2,1,4,2,70,20,볼넷,0,0,0,1,0,0,113
662,20250818,3,2,2,4,2,68,20,볼넷,0,0,1,11,0,0,96
663,20250818,3,2,3,4,2,78,20,볼넷,0,0,11,11,0,0,77
664,20250818,3,2,4,4,2,63,20,삼진,0,1,11,11,0,0,114
665,20250818,3,2,5,4,2,67,20,삼진,1,2,11,11,0,0,111
666,20250818,3,2,6,4,2,72,20,삼진,2,3,11,11,0,0,85
667,20250818,4,1,1,2,4,24,71,중전안타,0,0,0,1,0,0,97
668,20250818,4,1,2,2,4,33,71,중견수 뜬공,0,1,1,1,0,0,113
669,20250818,4,1,3,2,4,39,71,유격수 땅볼,1,2,1,10,0,0,137
670,20250818,4,1,4,2,4,31,71,삼진,2,3,10,10,0,0,90
671,20250818,4,2,1,4,2,65,20,유격수 땅볼,0,1,0,0,0,0,104
672,20250818,4,2,2,4,2,76,20,좌월 홈런,1,1,0,0,1,0,91
673,20250818,4,2,3,4,2,69,20,중전안타,1,1,0,1,0,0,115
674,20250818,4,2,4,4,2,70,20,중전안타,1,1,1,11,0,0,126
675,20250818,4,2,5,4,2,68,20,좌중간 2루타,1,1,11,110,1,0,133
676,20250818,4,2,6,4,2,78,20,볼넷,1,1,110,111,0,0,81
